package,version,released,index,text
metafor,1.9-4,2014-07-30,7,"more optimizers are now available for the `rma.mv()` function via the `nloptr` package by setting `control = list(optimizer=""nloptr"")`; when using this optimizer, the default is to use the BOBYQA implementation from that package with a relative convergence criterion of 1e-8 on the function value (see documentation on how to change these defaults)"
metafor,1.9-4,2014-07-30,8,`predict.rma()` function now works for `rma.mv` objects with multiple tau^2 values even if the user specifies the `newmods` argument but not the `tau2.levels` argument (but a warning is issued and the prediction intervals are not computed)
metafor,1.9-4,2014-07-30,9,argument `var.names` now works properly in `escalc()` when the user has not made use of the `data` argument (thanks to Jarrett Byrnes for bringing this to my attention)
metafor,1.9-4,2014-07-30,10,added `plot()` function for cumulative random-effects models results as obtained with the `cumul.rma.uni()` function; the plot shows the model estimate on the x-axis and the corresponding tau^2 estimate on the y-axis in the cumulative order of the results
metafor,1.9-4,2014-07-30,11,"fixed the omitted offset term in the underlying model fitted by the `rma.glmm()` function when `method=""ML""`, `measure=""IRR""`, and `model=""UM.FS""`, that is, when fitting a mixed-effects Poisson regression model with fixed study effects to two-group event count data (thanks to Peter Konings for pointing out this error)"
metafor,1.9-4,2014-07-30,12,"added two new datasets (`dat.bourassa1996`, `dat.riley2003`)"
metafor,1.9-4,2014-07-30,13,added function `replmiss()` (just a useful helper function)
metafor,1.9-4,2014-07-30,14,package now uses `LazyData: TRUE`
metafor,1.9-4,2014-07-30,15,some improvements to the documentation (do I still need to mention this every time?)
metafor,1.9-3,2014-05-05,0,some minor tweaks to `rma.uni()` that should be user transparent
metafor,1.9-3,2014-05-05,1,"`rma.uni()` now has a `weights` argument, allowing the user to specify arbitrary user-defined weights; all functions affected by this have been updated accordingly"
metafor,1.9-3,2014-05-05,2,better handling of mismatched length of `yi` and `ni` vectors in `rma.uni()` and `rma.mv()` functions
metafor,1.9-3,2014-05-05,3,subsetting is now handled as early as possible within functions with subsetting capabilities; this avoids some (rare) cases where studies ultimately excluded by the subsetting could still affect the results
metafor,1.9-3,2014-05-05,4,some general tweaks to `rma.mv()` that should make it a bit faster
metafor,1.9-3,2014-05-05,5,"argument `V` of `rma.mv()` now also accepts a list of var-cov matrices for the observed effects or outcomes; from the list elements, the full (block diagonal) var-cov matrix `V` is then automatically constructed"
metafor,1.9-3,2014-05-05,6,`rma.mv()` now has a new argument `W` allowing the user to specify arbitrary user-defined weights or an arbitrary weight matrix
metafor,1.9-3,2014-05-05,7,"`rma.mv()` now has a new argument `sparse`; by setting this to `TRUE`, the function uses sparse matrix objects to the extent possible; this can speed up model fitting substantially for certain models (hence, the `metafor` package now depends on the `Matrix` package)"
metafor,1.9-3,2014-05-05,8,"`rma.mv()` now allows for `struct=""AR""` and `struct=""HAR""`, to fit models with (heteroscedastic) autoregressive (AR1) structures among the true effects (useful for meta-analyses of studies reporting outcomes at multiple time points)"
metafor,1.9-3,2014-05-05,9,`rma.mv()` now has a new argument `Rscale` which can be used to control how matrices specified via the `R` argument are scaled (see docs for more details)
metafor,1.9-3,2014-05-05,10,"`rma.mv()` now only checks for missing values in the rows of the lower triangular part of the `V` matrix (including the diagonal); this way, if `Vi = matrix(c(.5,NA,NA,NA), nrow=2, ncol=2)` is the var-cov matrix of the sampling errors for a particular study with two outcomes, then only the second row/column needs to be removed before the model fitting (and not the entire study)"
metafor,1.9-3,2014-05-05,11,"added five new datasets (`dat.begg1989`, `dat.ishak2007`, `dat.fine1993`, `dat.konstantopoulos2011`, and `dat.hasselblad1998`) to provide further illustrations of the use of the `rma.mv()` function (for meta-analyses combining controlled and uncontrolled studies, for meta-analyses of longitudinal studies, for multilevel meta-analyses, and for network meta-analyses / mixed treatment comparison meta-analyses)"
metafor,1.9-3,2014-05-05,12,"added `rstandard.rma.mv()` function to compute standardized residuals for models fitted with the `rma.mv()` function (`rstudent.rma.mv()` to be added at a later point); also added `hatvalues.rma.mv()` for computing the hat values and `weights.rma.uni()` for computing the weights (i.e., the diagonal elements of the weight matrix)"
metafor,1.9-3,2014-05-05,13,the various `weights()` functions now have a new argument `type` to indicate whether only the diagonal elements of the weight matrix (default) or the entire weight matrix should be returned
metafor,1.9-3,2014-05-05,14,the various `hatvalues()` functions now have a new argument `type` to indicate whether only the diagonal elements of the hat matrix (default) or the entire hat matrix should be returned
metafor,1.9-3,2014-05-05,15,"`predict.rma()` function now works properly for `rma.mv` objects (also has a new argument `tau2.levels` to specify, where applicable, the levels of the inner factor when computing prediction intervals)"
metafor,1.9-3,2014-05-05,16,"`forest.rma()` function now provides a bit more control over the color of the summary polygon and is now compatible with `rma.mv` objects; also, has a new argument `lty`, which provides more control over the line type for the individual CIs and the prediction interval"
metafor,1.9-3,2014-05-05,17,`addpoly.default()` and `addpoly.rma()` now have a `border` argument (for consistency with the `forest.rma()` function); `addpoly.rma()` now yields the correct CI bounds when the model was fitted with `knha=TRUE`
metafor,1.9-3,2014-05-05,18,"`forest.cumul.rma()` now provides the correct CI bounds when the models were fitted with the Knapp & Hartung method (i.e., when `knha=TRUE` in the original `rma()` function call)"
metafor,1.9-3,2014-05-05,19,"the various `forest()` functions now return information about the chosen values for arguments `xlim`, `alim`, `at`, `ylim`, `rows`, `cex`, `cex.lab`, and `cex.axis` invisibly (useful for tweaking the default values); thanks to Michael Dewey for the suggestion"
metafor,1.9-3,2014-05-05,20,"the various `forest()` functions now have a new argument, `clim`, to set limits for the confidence/prediction interval bounds"
metafor,1.9-3,2014-05-05,21,`cumul.mh()` and `cumul.peto()` now get the order of the studies right when there are missing values in the data
metafor,1.9-3,2014-05-05,22,"the `transf` argument of `leave1out.rma.mh()`, `leave1out.rma.peto()`, `cumul.rma.mh()`, and `cumul.rma.peto()` should now be used to specify the actual function for the transformation (the former behavior of setting this argument to `TRUE` to exponentiate log RRs, log ORs, or log IRRs still works for back-compatibility); this is more consistent with how the `cumul.rma.uni()` and `leave1out.rma.uni()` functions work and is also more flexible"
metafor,1.9-3,2014-05-05,23,"added `bldiag()` function to construct a block diagonal matrix from (a list of) matrices (may be needed to construct the `V` matrix when using the `rma.mv()` function); `bdiag()` function from the `Matrix` package does the same thing, but creates sparse matrix objects"
metafor,1.9-3,2014-05-05,24,"`profile.rma.mv()` now has a `startmethod` argument; by setting this to `""prev""`, successive model fits are started at the parameter estimates from the previous model fit; this may speed things up a bit; also, the method for automatically choosing the `xlim` values has been changed"
metafor,1.9-3,2014-05-05,25,"slight improvement to `profile.rma.mv()` function, which would throw an error if the last model fit did not converge"
metafor,1.9-3,2014-05-05,26,added a new dataset (`dat.linde2005`) for replication of the analyses in Viechtbauer (2007)
metafor,1.9-3,2014-05-05,27,added a new dataset (`dat.molloy2014`) for illustrating the meta-analysis of (r-to-z transformed) correlation coefficients
metafor,1.9-3,2014-05-05,28,added a new dataset (`dat.gibson2002`) to illustrate the combined analysis of standardized mean differences and probit transformed risk differences
metafor,1.9-3,2014-05-05,29,computations in `weights.mh()` slightly changed to prevent integer overflows for large counts
metafor,1.9-3,2014-05-05,30,unnecessary warnings in `transf.ipft.hm()` are now suppressed (cases that raised those warnings were already handled correctly)
metafor,1.9-3,2014-05-05,31,"in `predict()`, `blup()`, `cumul()`, and `leave1out()`, when using the `transf` argument, the standard errors (which are `NA`) are no longer shown in the output"
metafor,1.9-3,2014-05-05,32,argument `slab` in various functions will now also accept non-unique study labels; `make.unique()` is used as needed to make them unique
metafor,1.9-3,2014-05-05,33,"`vignettes(""metafor"")` and `vignettes(""metafor_diagram"")` work again (yes, I know they are not true vignettes in the strict sense, but I think they should show up on the CRAN website for the package and using a minimal valid Sweave document that is recognized by the R build system makes that happen)"
metafor,1.9-3,2014-05-05,34,"`escalc()` and its `summary()` method now keep better track when the data frame contains multiple columns with outcome or effect size values (and corresponding sampling variances) for print formatting; also simplified the class structure a bit (and hence, `print.summary.escalc()` removed)"
metafor,1.9-3,2014-05-05,35,`summary.escalc()` has a new argument `H0` to specify the value of the outcome under the null hypothesis for computing the test statistics
metafor,1.9-3,2014-05-05,36,"added measures `""OR2DN""` and `""D2ORN""` to `escalc()` for transforming log odds ratios to standardized mean differences and vice-versa, based on the method of Cox & Snell (1989), which assumes normally distributed response variables within the two groups before the dichotomization"
metafor,1.9-3,2014-05-05,37,`permutest.rma.uni()` function now catches an error when the number of permutations requested is too large (for R to even create the objects to store the results in) and produces a proper error message
metafor,1.9-3,2014-05-05,38,"`funnel.rma()` function now allows the `yaxis` argument to be set to `""wi""` so that the actual weights (in %) are placed on the y-axis (useful when arbitrary user-defined have been specified)"
metafor,1.9-3,2014-05-05,39,"for `rma.glmm()`, the control argument `optCtrl` is now used for passing control arguments to all of the optimizers (hence, control arguments `nlminbCtrl` and `minqaCtrl` are now defunct)"
metafor,1.9-3,2014-05-05,40,`rma.glmm()` should not throw an error anymore when including only a single moderator/predictor in the model
metafor,1.9-3,2014-05-05,41,"`predict.rma()` now returns an object of class `list.rma` (therefore, function `print.predict.rma()` has been removed)"
metafor,1.9-3,2014-05-05,42,"for `rma.list` objects, added `[`, `head()`, and `tail()` methods"
metafor,1.9-3,2014-05-05,43,"automated testing using the `testthat` package (still many more tests to add, but finally made a start on this)"
metafor,1.9-3,2014-05-05,44,encoding changed to UTF-8 (to use 'foreign characters' in the docs and to make the HTML help files look a bit nicer)
metafor,1.9-3,2014-05-05,45,"guess what? some improvements to the documentation! (also combined some of the help files to reduce the size of the manual a bit; and yes, it's still way too big)"
metafor,1.9-2,2013-10-07,0,"added function `rma.mv()` to fit multivariate/multilevel meta-analytic models via appropriate linear (mixed-effects) models; this function allows for modeling of non-independent sampling errors and/or true effects and can be used for network meta-analyses, meta-analyses accounting for phylogenetic relatedness, and other complicated meta-analytic data structures"
metafor,1.9-2,2013-10-07,1,added the AICc to the information criteria computed by the various model fitting functions
metafor,1.9-2,2013-10-07,2,"if the value of tau^2 is fixed by the user via the corresponding argument in `rma.uni()`, then tau^2 is no longer counted as an additional parameter for the computation of the information criteria (i.e., AIC, BIC, and AICc)"
metafor,1.9-2,2013-10-07,3,"`rma.uni()`, `rma.glmm()`, and `rma.mv()` now use a more stringent check whether the model matrix is of full rank"
metafor,1.9-2,2013-10-07,4,added `profile()` method functions for objects of class `rma.uni` and `rma.mv` (can be used to obtain a plot of the profiled log-likelihood as a function of a specific variance component or correlation parameter of the model)
metafor,1.9-2,2013-10-07,5,`predict.rma()` function now has an `intercept` argument that allows the user to decide whether the intercept term should be included when calculating the predicted values (rare that this should be changed from the default)
metafor,1.9-2,2013-10-07,6,"for `rma.uni()`, `rma.glmm()`, and `rma.mv()`, the `control` argument can now also accept an integer value; values > 1 generate more verbose output about the progress inside of the function"
metafor,1.9-2,2013-10-07,7,"`rma.glmm()` has been updated to work with `lme4` 1.0.x for fitting various models; as a result, `model=""UM.RS""` can only use `nAGQ=1` at the moment (hopefully this will change in the future)"
metafor,1.9-2,2013-10-07,8,"the `control` argument of `rma.glmm()` can now be used to pass all desired control arguments to the various functions and optimizers used for the model fitting (admittedly the use of lists within this argument is a bit unwieldy, but much more flexible)"
metafor,1.9-2,2013-10-07,9,"`rma.mh()` and `rma.peto()` also now have a `verbose` argument (not really needed, but added for sake of consistency across functions)"
metafor,1.9-2,2013-10-07,10,"fixed (silly) error that would prevent `rma.glmm()` from running for measures `""IRR""`, `""PLO""`, and `""IRLN""` when there are missing values in the data (lesson: add some missing values to datasets for the unit tests!)"
metafor,1.9-2,2013-10-07,11,a bit of code reorganization (should be user transparent)
metafor,1.9-2,2013-10-07,12,"vignettes (`""metafor""` and `""metafor_diagram""`) are now just 'other files' in the doc directory (as these were not true vignettes to begin with)"
metafor,1.9-2,2013-10-07,13,some improvements to the documentation (as always)
metafor,1.9-1,2013-07-20,0,"`rma.mh()` now also implements the Mantel-Haenszel method for incidence rate differences (`measure=""IRD""`)"
metafor,1.9-1,2013-07-20,1,"when analyzing incidence rate ratios (`measure=""IRR""`) with the `rma.mh()` function, the Mantel-Haenszel test for person-time data is now also provided"
metafor,1.9-1,2013-07-20,2,`rma.mh()` has a new argument `correct` (default is `TRUE`) to indicate whether the continuity correction should be applied when computing the (Cochran-)Mantel-Haenszel test statistic
metafor,1.9-1,2013-07-20,3,renamed elements `CMH` and `CMHp` (for the Cochran-Mantel-Haenszel test statistic and corresponding p-value) to `MH` and `MHp`
metafor,1.9-1,2013-07-20,4,added function `baujat()` to create Baujat plots
metafor,1.9-1,2013-07-20,5,added a new dataset (`dat.pignon2000`) to illustrate the use of the `baujat()` function
metafor,1.9-1,2013-07-20,6,added function `to.table()` to convert data from vector format into the corresponding table format
metafor,1.9-1,2013-07-20,7,added function `to.long()` to convert data from vector format into the corresponding long format
metafor,1.9-1,2013-07-20,8,`rma.glmm()` now even runs when k=1 (yielding trivial results)
metafor,1.9-1,2013-07-20,9,"for models with an intercept and moderators, `rma.glmm()` now internally rescales (non-dummy) variables to z-scores during the model fitting (this improves the stability of the model fitting, especially when `model=""CM.EL""`); results are given after back-scaling, so this should be transparent to the user"
metafor,1.9-1,2013-07-20,10,"in `rma.glmm()`, default number of quadrature points (`nAGQ`) is now 7 (setting this to 100 was a bit overkill)"
metafor,1.9-1,2013-07-20,11,a few more error checks here and there for misspecified arguments
metafor,1.9-1,2013-07-20,12,some improvements to the documentation
metafor,1.9-0,2013-06-21,0,"vignette renamed to `metafor` so `vignette(""metafor"")` works now"
metafor,1.9-0,2013-06-21,1,"added a diagram to the documentation, showing the various functions in the `metafor` package (and how they relate to each other); can be loaded with `vignette(""metafor_diagram"")`"
metafor,1.9-0,2013-06-21,2,`anova.rma.uni()` function can now also be used to test (sub)sets of model coefficients with a Wald-type test when a single model is passed to the function
metafor,1.9-0,2013-06-21,3,"the pseudo R^2 statistic is now automatically calculated by the `rma.uni()` function and supplied in the output (only for mixed-effects models and when the model includes an intercept, so that the random- effects model is clearly nested within the mixed-effects model)"
metafor,1.9-0,2013-06-21,4,component `VAF` is now called `R2` in `anova.rma.uni()` function
metafor,1.9-0,2013-06-21,5,added function `hc()` that carries out a random-effects model analysis using the method by Henmi and Copas (2010); thanks to Michael Dewey for the suggestion and providing the code
metafor,1.9-0,2013-06-21,6,"added new dataset (`dat.lee2004`), which was used in the article by Henmi and Copas (2010) to illustrate their method"
metafor,1.9-0,2013-06-21,7,fixed missing x-axis labels in the `forest()` functions
metafor,1.9-0,2013-06-21,8,"`rma.glmm()` now computes Hessian matrices via the `numDeriv` package when `model=""CM.EL""` and `measure=""OR""` (i.e., for the conditional logistic model with exact likelihood); so `numDeriv` is now a suggested package and is loaded within `rma.glmm()` when required"
metafor,1.9-0,2013-06-21,9,"`trimfill.rma.uni()` now also implements the `""Q0""` estimator (although the `""L0""` and `""R0""` estimators are generally to be preferred)"
metafor,1.9-0,2013-06-21,10,"`trimfill.rma.uni()` now also calculates the SE of the estimated number of missing studies and, for estimator `""R0""`, provides a formal test of the null hypothesis that the number of missing studies on a given side is zero"
metafor,1.9-0,2013-06-21,11,added new dataset (`dat.bangertdrowns2004`)
metafor,1.9-0,2013-06-21,12,the `level` argument in various functions now either accepts a value representing a percentage or a proportion (values greater than 1 are assumed to be a percentage)
metafor,1.9-0,2013-06-21,13,`summary.escalc()` now computes confidence intervals correctly when using the `transf` argument
metafor,1.9-0,2013-06-21,14,computation of Cochran-Mantel-Haenszel statistic in `rma.mh()` changed slightly to avoid integer overflow with very big counts
metafor,1.9-0,2013-06-21,15,some internal improvements with respect to object attributes that were getting discarded when subsetting
metafor,1.9-0,2013-06-21,16,some general code cleanup
metafor,1.9-0,2013-06-21,17,some improvements to the documentation
metafor,1.8-0,2013-04-11,0,"added additional clarifications about the change score outcome measures (`""MC""`, `""SMCC""`, and `""SMCR""`) to the help file for the `escalc()` function and changed the code so that `""SMCR""` no longer expects argument `sd2i` to be specified (which is not needed anyways) (thanks to Markus Kösters for bringing this to my attention)"
metafor,1.8-0,2013-04-11,1,"sampling variance for the biserial correlation coefficient (`""RBIS""`) is now calculated in a slightly more accurate way"
metafor,1.8-0,2013-04-11,2,`llplot()` now properly scales the log-likelihoods
metafor,1.8-0,2013-04-11,3,argument `which` in the `plot.infl.rma.uni()` function has been replaced with argument `plotinf` which can now also be set to `FALSE` to suppress plotting of the various case diagnostics altogether
metafor,1.8-0,2013-04-11,4,labeling of the axes in `labbe()` plots is now correct for odds ratios (and transformations thereof)
metafor,1.8-0,2013-04-11,5,added two new datasets (`dat.nielweise2007` and `dat.nielweise2008`) to illustrate some methods/models from the `rma.glmm()` function
metafor,1.8-0,2013-04-11,6,added a new dataset (`dat.yusuf1985`) to illustrate the use of `rma.peto()`
metafor,1.8-0,2013-04-11,7,test for heterogeneity is now conducted by the `rma.peto()` function exactly as described by Yusuf et al. (1985)
metafor,1.8-0,2013-04-11,8,"in `rma.glmm()`, default number of quadrature points (`nAGQ`) is now 100 (which is quite a bit slower, but should provide more than sufficient accuracy in most cases)"
metafor,1.8-0,2013-04-11,9,"the standard errors of the HS and DL estimators of tau^2 are now correctly computed when tau^2 is prespecified by the user in the `rma()` function; in addition, the standard error of the SJ estimator is also now provided when tau^2 is prespecified"
metafor,1.8-0,2013-04-11,10,`rma.uni()` and `rma.glmm()` now use a better method to check whether the model matrix is of full rank
metafor,1.8-0,2013-04-11,11,I^2 and H^2 statistics are now also calculated for mixed-effects models by the `rma.uni()` and `rma.glmm()` function; `confint.rma.uni()` provides the corresponding confidence intervals for `rma.uni` models
metafor,1.8-0,2013-04-11,12,"various `print()` methods now have a new argument called `signif.stars`, which defaults to `getOption(""show.signif.stars"")` (which by default is `TRUE`) to determine whether the infamous 'significance stars' should be printed"
metafor,1.8-0,2013-04-11,13,slight changes in wording in the output produced by the `print.rma.uni()` and `print.rma.glmm()` functions
metafor,1.8-0,2013-04-11,14,some improvements to the documentation
metafor,1.7-0,2013-02-06,0,"added `rma.glmm()` function for fitting of appropriate generalized linear (mixed-effects) models when analyzing odds ratios, incidence rate ratios, proportions, or rates; the function makes use of the `lme4` and `BiasedUrn` packages; these are now suggested packages and loaded within `rma.glmm()` only when required (this makes for faster loading of the `metafor` package)"
metafor,1.7-0,2013-02-06,1,added several method functions for objects of class `rma.glmm` (not all methods yet implemented; to be completed in the future)
metafor,1.7-0,2013-02-06,2,"`rma.uni()` now allows the user to specify a formula for the `yi` argument, so instead of rma(yi, vi, mods=~mod1+mod2), one can specify the same model with rma(yi~mod1+mod2, vi)"
metafor,1.7-0,2013-02-06,3,"`rma.uni()` now has a `weights` argument to specify the inverse of the sampling variances (instead of using the `vi` or `sei` arguments); for now, this is all this argument should be used for (in the future, this argument may potentially be used to allow the user to define alternative weights)"
metafor,1.7-0,2013-02-06,4,`rma.uni()` now checks whether the model matrix is not of full rank and issues an error accordingly (instead of the rather cryptic error that was issued before)
metafor,1.7-0,2013-02-06,5,`rma.uni()` now has a `verbose` argument
metafor,1.7-0,2013-02-06,6,`coef.rma()` now returns only the model coefficients (this change was necessary to make the package compatible with the `multcomp` package; see `help(rma)` for an example); use `coef(summary())` to obtain the full table of results
metafor,1.7-0,2013-02-06,7,the `escalc()` function now does some more extensive error checking for misspecified data and some unusual cases
metafor,1.7-0,2013-02-06,8,`append` argument is now `TRUE` by default in the `escalc()` function
metafor,1.7-0,2013-02-06,9,objects generated by the `escalc()` function now have their own class
metafor,1.7-0,2013-02-06,10,added `print()` and `summary()` methods for objects of class `escalc`
metafor,1.7-0,2013-02-06,11,added `[` and `cbind()` methods for objects of class `escalc`
metafor,1.7-0,2013-02-06,12,"added a few additional arguments to the `escalc()` function (i.e., `slab`, `subset`, `var.names`, `replace`, `digits`)"
metafor,1.7-0,2013-02-06,13,"added `drop00` argument to the `escalc()`, `rma.uni()`, `rma.mh()`, and `rma.peto()` functions"
metafor,1.7-0,2013-02-06,14,"added `""MN""`, `""MC""`, `""SMCC""`, and `""SMCR""` measures to the `escalc()` and `rma.uni()` functions for the raw mean, the raw mean change, and the standardized mean change (with change score or raw score standardization) as possible outcome measures"
metafor,1.7-0,2013-02-06,15,"the `""IRFT""` measure in the `escalc()` and `rma.uni()` functions is now computed with `1/2*(sqrt(xi/ti) + sqrt(xi/ti+1/ti))` which is more consistent with the definition of the Freeman-Tukey transformation for proportions"
metafor,1.7-0,2013-02-06,16,"added `""RTET""` measure to the `escalc()` and `rma.uni()` functions to compute the tetrachoric correlation coefficient based on 2x2 table data (the `polycor` package is therefore now a suggested package, which is loaded within `escalc()` only when required)"
metafor,1.7-0,2013-02-06,17,"added `""RPB""` and `""RBIS""` measures to the `escalc()` and `rma.uni()` functions to compute the point-biserial and biserial correlation coefficient based on means and standard deviations"
metafor,1.7-0,2013-02-06,18,"added `""PBIT""` and `""OR2D""` measures to the `escalc()` and `rma.uni()` functions to compute the standardized mean difference based on 2x2 table data"
metafor,1.7-0,2013-02-06,19,"added the `""D2OR""` measure to the `escalc()` and `rma.uni()` functions to compute the log odds ratio based on the standardized mean difference"
metafor,1.7-0,2013-02-06,20,"added `""SMDH""` measure to the `escalc()` and `rma.uni()` functions to compute the standardized mean difference without assuming equal population variances"
metafor,1.7-0,2013-02-06,21,"added `""ARAW""`, `""AHW""`, and `""ABT""` measures to the `escalc()` and `rma.uni()` functions for the raw value of Cronbach's alpha, the transformation suggested by Hakstian & Whalen (1976), and the transformation suggested by Bonett (2002) for the meta-analysis of reliability coefficients (see `help(escalc)` for details)"
metafor,1.7-0,2013-02-06,22,"corrected a small mistake in the equation used to compute the sampling variance of the phi coefficient (`measure=""PHI""`) in the `escalc()` function"
metafor,1.7-0,2013-02-06,23,"the `permutest.rma.uni()` function now uses an algorithm to find only the unique permutations of the model matrix (which may be much smaller than the total number of permutations), making the exact permutation test feasible in a larger set of circumstances (thanks to John Hodgson for making me aware of this issue and to Hans-Jörg Viechtbauer for coming up with a recursive algorithm for finding the unique permutations)"
metafor,1.7-0,2013-02-06,24,prediction interval in `forest.rma()` is now indicated with a dotted (instead of a dashed) line; ends of the interval are now marked with vertical bars
metafor,1.7-0,2013-02-06,25,completely rewrote the `funnel.rma()` function which now supports many more options for the values to put on the y-axis; `trimfill.rma.uni()` function was adapted accordingly
metafor,1.7-0,2013-02-06,26,"removed the `ni` argument from the `regtest.rma()` function; instead, sample sizes can now be explicitly specified via the `ni` argument when using the `rma.uni()` function (i.e., when `measure=""GEN""`); the `escalc()` function also now adds information on the `ni` values to the resulting data frame (as an attribute of the `yi` variable), so, if possible, this information is passed on to `regtest.rma()`"
metafor,1.7-0,2013-02-06,27,added switch so that `regtest()` can also provide the full results from the fitted model (thanks to Michael Dewey for the suggestion)
metafor,1.7-0,2013-02-06,28,`weights.rma.mh()` now shows the weights in % as intended (thanks to Gavin Stewart for pointing out this error)
metafor,1.7-0,2013-02-06,29,more flexible handling of the `digits` argument in the various forest functions
metafor,1.7-0,2013-02-06,30,forest functions now use `pretty()` by default to set the x-axis tick locations (`alim` and `at` arguments can still be used for complete control)
metafor,1.7-0,2013-02-06,31,studies that are considered to be 'influential' are now marked with an asterisk when printing the results returned by the `influence.rma.uni()` function (see the documentation of this function for details on how such studies are identified)
metafor,1.7-0,2013-02-06,32,"added additional extractor functions for some of the influence measures (i.e., `cooks.distance()`, `dfbetas()`); unfortunately, the `covratio()` and `dffits()` functions in the `stats` package are not generic; so, to avoid masking, there are currently no extractor functions for these measures"
metafor,1.7-0,2013-02-06,33,better handling of missing values in some unusual situations
metafor,1.7-0,2013-02-06,34,corrected small bug in `fsn()` that would not allow the user to specify the standard errors instead of the sampling variances (thanks to Bernd Weiss for pointing this out)
metafor,1.7-0,2013-02-06,35,`plot.infl.rma.uni()` function now allows the user to specify which plots to draw (and the layout) and adds the option to show study labels on the x-axis
metafor,1.7-0,2013-02-06,36,"added proper `print()` method for objects generated by the `confint.rma.uni()`, `confint.rma.mh()`, and `confint.rma.peto()` functions"
metafor,1.7-0,2013-02-06,37,"when `transf` or `atransf` argument was a monotonically *decreasing* function, then confidence and prediction interval bounds were in reversed order; various functions now check for this and order the bounds correctly"
metafor,1.7-0,2013-02-06,38,`trimfill.rma.uni()` now only prints information about the number of imputed studies when actually printing the model object
metafor,1.7-0,2013-02-06,39,"`qqnorm.rma.uni()`, `qqnorm.rma.mh()`, and `qqnorm.rma.peto()` functions now have a new argument called `label`, which allows for labeling of points; the functions also now return (invisibly) the x and y coordinates of the points drawn"
metafor,1.7-0,2013-02-06,40,"`rma.mh()` with `measure=""RD""` now computes the standard error of the estimated risk difference based on Sato, Greenland, & Robins (1989), which provides a consistent estimate under both large-stratum and sparse-data limiting models"
metafor,1.7-0,2013-02-06,41,the restricted maximum likelihood (REML) is now calculated using the full likelihood equation (without leaving out additive constants)
metafor,1.7-0,2013-02-06,42,the model deviance is now calculated as -2 times the difference between the model log-likelihood and the log-likelihood under the saturated model (this is a more appropriate definition of the deviance than just taking -2 times the model log-likelihood)
metafor,1.7-0,2013-02-06,43,"naming scheme of illustrative datasets bundled with the package has been changed; now datasets are called `<dat.authoryear>`; therefore, the datasets are now called (`old name -> new name`):"
metafor,1.7-0,2013-02-06,44,`dat.bcg -> dat.colditz1994`
metafor,1.7-0,2013-02-06,45,`dat.warfarin -> dat.hart1999`
metafor,1.7-0,2013-02-06,46,`dat.los -> dat.normand1999`
metafor,1.7-0,2013-02-06,47,`dat.co2 -> dat.curtis1998`
metafor,1.7-0,2013-02-06,48,`dat.empint -> dat.mcdaniel1994`
metafor,1.7-0,2013-02-06,49,"but `dat.bcg` has been kept as an alias for `dat.colditz1994`, as it has been referenced under that name in some publications"
metafor,1.7-0,2013-02-06,50,added new dataset (`dat.pritz1997`) to illustrate the meta-analysis of proportions (raw values and transformations thereof)
metafor,1.7-0,2013-02-06,51,added new dataset (`dat.bonett2010`) to illustrate the meta-analysis of Cronbach's alpha values (raw values and transformations thereof)
metafor,1.7-0,2013-02-06,52,"added new datasets (`dat.hackshaw1998`, `dat.raudenbush1985`)"
metafor,1.7-0,2013-02-06,53,(approximate) standard error of the tau^2 estimate is now computed and shown for most of the (residual) heterogeneity estimators
metafor,1.7-0,2013-02-06,54,added `nobs()` and `df.residual()` methods for objects of class `rma`
metafor,1.7-0,2013-02-06,55,"`metafor.news()` is now simply a wrapper for `news(package=""metafor"")`"
metafor,1.7-0,2013-02-06,56,"the package code is now byte-compiled, which yields some modest increases in execution speed"
metafor,1.7-0,2013-02-06,57,some general code cleanup
metafor,1.7-0,2013-02-06,58,the `metafor` package no longer depends on the `nlme` package
metafor,1.7-0,2013-02-06,59,some improvements to the documentation
metafor,1.6-0,2011-04-13,0,`trimfill.rma.uni()` now returns a proper object even when the number of missing studies is estimated to be zero
metafor,1.6-0,2011-04-13,1,"added the (log transformed) ratio of means as a possible outcome measure to the `escalc()` and `rma.uni()` functions (`measure=""ROM""`)"
metafor,1.6-0,2011-04-13,2,added new dataset (`dat.co2`) to illustrate the use of the ratio of means outcome measure
metafor,1.6-0,2011-04-13,3,some additional error checking in the various forest functions (especially when using the `ilab` argument)
metafor,1.6-0,2011-04-13,4,"in `labbe.rma()`, the solid and dashed lines are now drawn behind (and not on top of) the points"
metafor,1.6-0,2011-04-13,5,slight change to `transf.ipft.hm()` so that missing values in `targs$ni` are ignored
metafor,1.6-0,2011-04-13,6,some improvements to the documentation
metafor,1.5-0,2010-12-16,0,the `metafor` package now has its own project website at: https://www.metafor-project.org
metafor,1.5-0,2010-12-16,1,added `labbe()` function to create L'Abbe plots
metafor,1.5-0,2010-12-16,2,the `forest.default()` and `addpoly.default()` functions now allow the user to directly specify the lower and upper confidence interval bounds (this can be useful when the CI bounds have been calculated with other methods/functions)
metafor,1.5-0,2010-12-16,3,"added the incidence rate for a single group and for two groups (and transformations thereof) as possible outcome measures to the `escalc()` and `rma.uni()` functions (`measure=""IRR""`, `""IRD""`, `""IRSD""`, `""IR""`, `""IRLN""`, `""IRS""`, and `""IRFT""`)"
